Vardas         Pavarde             p1   p2   p3   p4   p5   p6   p7   p8   p9   p10  p11  p12  p13  p14  p15  egz  
Vardas99402    Pavarde99402        6    3    9    3    9    10   7    1    1    9    7    8    1    7    6    8    
Vardas99403    Pavarde99403        2    6    5    4    3    8    6    2    4    3    7    10   7    7    10   10   
Vardas99404    Pavarde99404        4    2    9    10   4    9    9    7    5    7    1    7    1    9    3    4    
Vardas99405    Pavarde99405        6    4    7    3    3    4    1    1    9    2    8    3    9    9    5    9    
Vardas99406    Pavarde99406        3    3    10   2    7    5    1    3    3    5    6    1    5    3    4    6    
Vardas99407    Pavarde99407        7    5    8    3    4    9    6    5    2    4    9    1    7    7    3    9    
Vardas99408    Pavarde99408        4    1    4    1    5    3    6    3    10   7    2    4    2    5    6    9    
Vardas99409    Pavarde99409        7    2    6    2    5    2    7    7    8    10   7    3    9    5    10   2    
Vardas99410    Pavarde99410        10   8    1    3    7    5    6    4    7    1    9    1    9    10   3    8    
Vardas99411    Pavarde99411        4    6    3    10   10   5    5    9    10   7    2    1    2    8    3    5    
Vardas99412    Pavarde99412        2    7    6    7    9    6    4    10   6    1    9    6    7    3    9    2    
Vardas99413    Pavarde99413        7    7    2    4    1    5    9    5    3    7    10   3    3    1    2    2    
Vardas99414    Pavarde99414        2    1    3    3    1    2    10   7    8    1    2    7    7    4    9    8    
Vardas99415    Pavarde99415        5    1    3    4    6    1    3    8    6    7    8    1    4    8    10   3    
Vardas99416    Pavarde99416        7    2    10   1    6    2    1    3    10   5    6    5    8    5    1    5    
Vardas99417    Pavarde99417        4    5    6    2    1    1    8    4    7    6    3    6    9    10   8    9    
Vardas99418    Pavarde99418        8    8    4    7    10   3    5    1    3    1    7    2    2    1    3    10   
Vardas99419    Pavarde99419        6    2    3    3    9    4    5    3    9    2    5    9    1    4    10   10   
Vardas99420    Pavarde99420        2    8    9    6    2    5    4    10   4    7    4    8    6    9    7    6    
Vardas99421    Pavarde99421        2    9    4    1    3    3    3    3    8    4    7    2    1    8    6    9    
Vardas99422    Pavarde99422        6    5    1    5    5    1    1    4    8    6    3    6    7    10   2    1    
Vardas99423    Pavarde99423        2    9    9    6    3    8    5    3    8    10   9    5    5    3    9    10   
Vardas99424    Pavarde99424        5    10   8    9    7    7    10   5    2    5    8    7    10   4    2    5    
Vardas99425    Pavarde99425        9    4    2    7    8    4    1    7    8    9    7    4    9    6    1    3    
Vardas99426    Pavarde99426        8    4    9    1    2    2    6    7    2    1    9    5    4    10   3    6    
Vardas99427    Pavarde99427        5    2    1    7    8    4    2    1    7    4    3    6    10   1    1    3    
Vardas99428    Pavarde99428        2    7    6    10   3    9    7    7    9    4    2    2    2    5    4    7    
Vardas99429    Pavarde99429        6    10   5    8    1    8    10   7    9    9    1    8    10   10   3    2    
Vardas99430    Pavarde99430        6    1    4    3    4    1    4    6    8    2    1    10   7    3    7    9    
Vardas99431    Pavarde99431        3    3    6    8    4    4    3    7    6    5    5    3    4    8    8    1    
Vardas99432    Pavarde99432        10   1    3    7    8    4    3    5    10   6    6    3    3    3    6    2    
Vardas99433    Pavarde99433        3    5    3    5    4    7    3    10   9    7    7    10   1    6    6    8    
Vardas99434    Pavarde99434        5    10   2    7    10   2    10   5    6    1    3    3    1    7    1    6    
Vardas99435    Pavarde99435        2    1    7    7    7    6    2    9    4    5    9    8    6    5    9    5    
Vardas99436    Pavarde99436        10   4    8    1    6    5    7    3    5    8    6    6    1    4    6    5    
Vardas99437    Pavarde99437        4    6    8    7    4    8    6    5    6    7    6    10   6    6    9    7    
Vardas99438    Pavarde99438        8    4    10   1    2    9    10   2    10   9    2    4    5    6    3    10   
Vardas99439    Pavarde99439        10   10   8    8    1    4    9    10   7    3    10   7    5    5    5    8    
Vardas99440    Pavarde99440        4    3    7    8    6    4    4    7    3    4    9    5    10   8    10   5    
Vardas99441    Pavarde99441        4    4    2    6    2    2    9    8    7    3    2    8    6    4    9    4    
Vardas99442    Pavarde99442        9    3    3    8    6    1    9    5    7    7    9    1    5    9    2    10   
Vardas99443    Pavarde99443        9    1    2    1    4    8    5    10   4    3    7    5    1    8    2    8    
Vardas99444    Pavarde99444        4    5    1    5    7    5    4    8    4    6    10   9    7    1    1    2    
Vardas99445    Pavarde99445        10   5    9    10   3    3    9    2    6    3    6    6    6    8    3    9    
Vardas99446    Pavarde99446        1    5    9    8    5    9    1    6    4    1    10   10   3    5    5    8    
Vardas99447    Pavarde99447        8    1    7    7    3    2    2    4    10   7    10   3    4    8    4    1    
Vardas99448    Pavarde99448        1    2    8    8    5    7    3    10   6    2    10   6    7    2    8    8    
Vardas99449    Pavarde99449        8    7    3    4    10   7    7    9    7    3    3    3    2    7    5    10   
Vardas99450    Pavarde99450        7    9    2    7    7    1    4    10   9    7    7    9    5    9    2    10   
Vardas99451    Pavarde99451        8    4    1    8    5    1    3    5    7    4    10   5    3    8    6    4    
Vardas99452    Pavarde99452        4    8    6    2    9    6    10   2    10   4    9    6    9    10   3    5    
Vardas99453    Pavarde99453        9    1    1    4    6    5    1    3    7    3    4    3    10   1    7    9    
Vardas99454    Pavarde99454        3    8    8    2    6    9    10   1    6    2    7    5    10   7    9    1    
Vardas99455    Pavarde99455        7    8    3    9    2    3    5    9    1    7    7    3    5    5    1    10   
Vardas99456    Pavarde99456        3    8    5    10   3    3    2    7    3    6    9    2    1    1    8    8    
Vardas99457    Pavarde99457        5    4    5    4    7    2    4    7    1    4    6    5    10   9    3    10   
Vardas99458    Pavarde99458        7    8    5    8    8    1    7    8    3    7    3    4    3    3    9    8    
Vardas99459    Pavarde99459        5    7    8    10   4    5    5    4    8    9    1    4    4    5    7    1    
Vardas99460    Pavarde99460        2    6    3    5    9    9    7    7    4    3    5    1    7    5    2    8    
Vardas99461    Pavarde99461        6    4    6    10   6    2    6    4    5    4    6    9    7    10   10   5    
Vardas99462    Pavarde99462        7    2    7    3    5    7    7    7    7    10   9    7    7    4    2    1    
Vardas99463    Pavarde99463        3    2    2    5    6    9    10   5    10   8    6    9    6    8    4    8    
Vardas99464    Pavarde99464        10   2    8    6    2    10   1    6    2    5    5    3    5    9    6    7    
Vardas99465    Pavarde99465        9    10   3    8    5    7    5    10   4    2    3    1    10   4    7    1    
Vardas99466    Pavarde99466        6    6    4    3    5    9    9    2    3    5    7    7    6    4    6    2    
Vardas99467    Pavarde99467        7    10   5    7    5    7    5    8    1    10   6    4    2    7    1    2    
Vardas99468    Pavarde99468        10   6    9    10   1    2    6    3    10   5    4    6    8    2    2    10   
Vardas99469    Pavarde99469        3    10   2    2    1    2    2    3    3    5    5    7    1    7    10   1    
Vardas99470    Pavarde99470        7    2    7    7    1    4    3    1    10   9    8    4    2    10   3    10   
Vardas99471    Pavarde99471        2    7    7    1    5    10   9    5    1    1    9    9    1    3    8    4    
Vardas99472    Pavarde99472        10   8    2    9    2    5    4    1    1    5    10   5    5    2    8    10   
Vardas99473    Pavarde99473        1    4    9    9    4    10   4    2    6    5    10   9    3    3    6    7    
Vardas99474    Pavarde99474        3    10   7    8    1    4    10   10   2    5    9    2    10   7    3    4    
Vardas99475    Pavarde99475        5    10   8    8    4    7    4    10   5    8    10   9    1    8    6    5    
Vardas99476    Pavarde99476        5    10   2    10   3    8    9    2    9    1    9    5    8    6    9    5    
Vardas99477    Pavarde99477        5    7    9    4    2    5    4    4    9    10   5    9    9    9    1    3    
Vardas99478    Pavarde99478        8    6    4    6    6    9    2    3    7    9    10   4    10   3    4    6    
Vardas99479    Pavarde99479        4    2    2    8    1    3    2    9    6    8    1    9    2    2    2    10   
Vardas99480    Pavarde99480        1    9    1    2    1    4    1    8    9    3    9    8    7    2    2    1    
Vardas99481    Pavarde99481        7    10   5    9    4    3    4    7    8    9    9    8    7    6    3    6    
Vardas99482    Pavarde99482        4    4    10   5    5    8    3    7    10   7    9    3    9    8    5    4    
Vardas99483    Pavarde99483        1    3    2    9    6    8    4    4    6    5    4    1    7    10   6    5    
Vardas99484    Pavarde99484        2    2    3    7    5    4    5    2    5    5    2    3    1    8    1    1    
Vardas99485    Pavarde99485        9    1    3    6    9    3    10   4    10   10   10   6    3    10   10   6    
Vardas99486    Pavarde99486        6    3    8    2    8    2    1    2    1    6    7    7    6    3    2    1    
Vardas99487    Pavarde99487        7    3    8    1    2    10   8    8    7    9    8    9    9    1    10   5    
Vardas99488    Pavarde99488        9    1    2    1    1    2    2    5    1    7    2    10   5    4    3    5    
Vardas99489    Pavarde99489        4    6    9    6    6    3    4    5    8    4    4    8    5    6    8    2    
Vardas99490    Pavarde99490        6    9    7    6    5    9    10   6    3    9    1    2    7    9    8    6    
Vardas99491    Pavarde99491        9    5    6    9    10   3    3    9    6    3    2    6    2    1    1    8    
Vardas99492    Pavarde99492        3    2    10   3    7    8    6    9    10   6    10   9    5    6    2    7    
Vardas99493    Pavarde99493        3    8    5    6    3    4    3    6    8    8    2    8    8    7    3    1    
Vardas99494    Pavarde99494        1    6    7    1    8    1    6    4    5    10   3    9    2    6    6    8    
Vardas99495    Pavarde99495        7    7    5    4    10   10   4    10   10   8    10   7    4    6    10   10   
Vardas99496    Pavarde99496        2    6    3    5    10   9    9    6    7    2    8    10   4    4    8    1    
Vardas99497    Pavarde99497        2    2    10   8    10   1    8    10   5    1    10   4    3    7    4    3    
Vardas99498    Pavarde99498        9    1    2    5    4    7    2    9    3    5    2    10   10   6    10   6    
Vardas99499    Pavarde99499        1    3    10   10   4    10   7    10   5    6    1    4    6    3    5    8    
Vardas99500    Pavarde99500        2    1    2    5    1    3    6    7    6    10   7    1    10   3    2    7    
Vardas99501    Pavarde99501        8    6    5    2    3    6    5    8    5    4    7    2    2    10   9    6    
Vardas99502    Pavarde99502        8    5    3    5    6    8    4    3    1    1    4    7    8    8    2    5    
Vardas99503    Pavarde99503        4    3    9    8    5    3    8    1    3    8    5    1    5    1    6    7    
Vardas99504    Pavarde99504        8    6    3    3    2    5    6    5    3    8    8    6    9    5    3    1    
Vardas99505    Pavarde99505        5    10   7    1    3    5    4    6    2    4    10   6    8    10   1    1    
Vardas99506    Pavarde99506        10   6    9    6    2    2    9    7    9    3    1    8    4    4    5    10   
Vardas99507    Pavarde99507        8    5    10   4    2    2    4    1    9    6    2    1    1    2    4    5    
Vardas99508    Pavarde99508        9    8    9    3    5    6    3    2    7    6    5    8    6    4    5    2    
Vardas99509    Pavarde99509        7    3    10   1    9    10   6    6    4    2    9    4    10   6    10   5    
Vardas99510    Pavarde99510        9    7    10   6    3    1    9    10   4    5    10   5    6    3    3    3    
Vardas99511    Pavarde99511        1    5    2    8    5    7    2    5    2    10   4    9    2    8    8    7    
Vardas99512    Pavarde99512        7    1    2    1    5    10   1    10   9    9    6    3    8    3    4    6    
Vardas99513    Pavarde99513        5    2    10   7    9    7    6    2    3    4    10   1    2    7    2    6    
Vardas99514    Pavarde99514        7    2    2    2    8    2    4    8    9    3    6    8    2    6    10   4    
Vardas99515    Pavarde99515        9    10   10   6    10   10   6    1    8    3    9    9    1    2    4    1    
Vardas99516    Pavarde99516        8    5    6    4    1    7    1    2    7    6    5    7    8    5    8    2    
Vardas99517    Pavarde99517        2    5    10   6    2    6    6    4    7    2    2    5    6    9    4    4    
Vardas99518    Pavarde99518        9    7    2    8    9    10   4    3    3    2    1    6    3    4    10   4    
Vardas99519    Pavarde99519        10   2    2    6    4    3    6    1    9    4    1    1    7    5    8    9    
Vardas99520    Pavarde99520        3    7    8    8    7    3    8    9    8    6    5    3    1    2    9    6    
Vardas99521    Pavarde99521        9    2    6    2    6    5    7    10   9    5    10   1    2    7    5    8    
Vardas99522    Pavarde99522        5    8    3    4    4    9    7    5    4    7    7    5    2    8    3    10   
Vardas99523    Pavarde99523        6    2    7    8    10   4    7    3    8    9    9    2    6    9    5    5    
Vardas99524    Pavarde99524        3    4    7    6    8    7    2    1    4    5    7    8    8    9    5    6    
Vardas99525    Pavarde99525        5    1    5    9    1    3    1    1    7    9    8    3    5    4    2    8    
Vardas99526    Pavarde99526        4    5    5    7    4    4    7    5    4    2    5    2    4    7    7    8    
Vardas99527    Pavarde99527        8    1    9    7    8    9    3    1    6    4    1    3    8    3    6    7    
Vardas99528    Pavarde99528        6    10   10   7    2    2    7    2    3    1    3    4    8    4    2    2    
Vardas99529    Pavarde99529        1    8    6    6    7    9    2    9    4    7    8    9    4    6    7    1    
Vardas99530    Pavarde99530        4    6    8    10   7    1    9    8    4    5    4    4    9    4    1    1    
Vardas99531    Pavarde99531        3    9    6    3    2    5    4    3    7    7    1    10   6    3    9    7    
Vardas99532    Pavarde99532        6    7    9    7    5    3    4    5    6    10   4    9    3    9    7    8    
Vardas99533    Pavarde99533        10   5    9    6    8    1    10   8    6    4    3    7    1    5    4    8    
Vardas99534    Pavarde99534        3    4    7    1    7    2    9    6    8    1    8    9    1    7    1    5    
Vardas99535    Pavarde99535        1    8    9    2    9    6    6    4    5    4    8    5    7    9    6    8    
Vardas99536    Pavarde99536        2    8    8    8    8    2    10   1    8    5    9    4    2    9    3    2    
Vardas99537    Pavarde99537        10   6    8    3    10   7    9    5    9    2    5    7    1    7    3    2    
Vardas99538    Pavarde99538        3    7    9    8    10   6    6    8    3    3    3    3    7    8    8    6    
Vardas99539    Pavarde99539        4    8    1    5    5    1    3    8    3    1    3    3    9    4    4    10   
Vardas99540    Pavarde99540        7    4    9    8    4    7    3    10   1    9    6    6    7    1    8    5    
Vardas99541    Pavarde99541        2    4    8    7    4    8    3    5    9    7    9    1    3    7    9    10   
Vardas99542    Pavarde99542        6    5    8    8    10   6    7    7    8    9    4    5    3    6    7    7    
Vardas99543    Pavarde99543        9    2    2    7    8    2    3    4    9    3    6    5    2    9    6    5    
Vardas99544    Pavarde99544        9    9    9    6    7    5    7    6    5    2    1    9    8    8    5    1    
Vardas99545    Pavarde99545        6    4    9    7    2    1    7    10   8    2    6    2    9    8    1    5    
Vardas99546    Pavarde99546        6    7    4    6    3    6    4    5    7    1    6    10   10   5    10   7    
Vardas99547    Pavarde99547        6    7    10   6    2    9    1    5    4    8    6    7    9    4    8    2    
Vardas99548    Pavarde99548        2    3    9    1    5    8    5    2    5    1    9    10   6    2    2    1    
Vardas99549    Pavarde99549        6    8    3    6    4    6    1    6    6    1    9    8    3    4    3    10   
Vardas99550    Pavarde99550        8    2    10   1    2    2    7    8    4    6    9    10   5    2    3    6    
Vardas99551    Pavarde99551        8    7    1    3    3    8    7    7    3    4    7    1    5    3    2    8    
Vardas99552    Pavarde99552        7    9    3    6    5    7    10   7    4    3    10   9    2    3    5    10   
Vardas99553    Pavarde99553        5    1    2    2    9    9    7    2    4    8    5    4    3    2    6    1    
Vardas99554    Pavarde99554        4    2    3    4    3    9    4    2    3    1    9    5    4    10   7    2    
Vardas99555    Pavarde99555        10   1    9    3    9    5    4    6    4    4    7    10   2    7    7    7    
Vardas99556    Pavarde99556        3    9    4    3    8    5    6    5    1    6    6    8    6    1    9    6    
Vardas99557    Pavarde99557        4    1    10   7    4    1    10   7    2    9    1    4    6    3    2    6    
Vardas99558    Pavarde99558        9    6    7    10   3    2    10   10   3    8    3    10   9    7    4    10   
Vardas99559    Pavarde99559        6    2    8    5    7    4    1    9    7    9    8    1    8    9    1    8    
Vardas99560    Pavarde99560        10   6    9    8    6    4    3    8    1    10   1    5    9    3    1    7    
Vardas99561    Pavarde99561        5    8    1    10   7    1    1    9    8    6    6    8    9    1    5    6    
Vardas99562    Pavarde99562        2    1    2    8    5    8    2    7    7    5    4    5    5    7    10   5    
Vardas99563    Pavarde99563        10   8    1    6    2    2    10   10   7    1    8    4    4    9    5    5    
Vardas99564    Pavarde99564        2    9    8    6    3    6    4    7    9    9    3    8    9    8    5    9    
Vardas99565    Pavarde99565        1    3    4    2    1    7    6    5    7    3    8    10   8    4    5    1    
Vardas99566    Pavarde99566        3    8    9    10   3    6    2    5    8    5    4    4    2    7    9    1    
Vardas99567    Pavarde99567        9    3    6    5    8    7    3    6    5    10   9    1    7    9    8    6    
Vardas99568    Pavarde99568        8    5    7    7    1    5    4    5    8    6    8    1    2    2    9    3    
Vardas99569    Pavarde99569        4    9    9    5    10   7    8    3    6    3    3    4    2    3    6    6    
Vardas99570    Pavarde99570        10   8    1    9    5    7    7    3    2    4    7    1    9    10   1    4    
Vardas99571    Pavarde99571        8    6    9    8    5    3    3    2    5    9    2    3    7    4    9    7    
Vardas99572    Pavarde99572        1    1    6    2    10   2    3    4    2    2    3    9    5    3    6    4    
Vardas99573    Pavarde99573        4    8    5    7    4    10   3    3    5    4    10   10   6    4    6    4    
Vardas99574    Pavarde99574        9    10   8    5    3    2    2    1    7    9    3    2    1    6    2    1    
Vardas99575    Pavarde99575        7    9    3    6    8    7    7    3    9    9    7    5    4    1    1    2    
Vardas99576    Pavarde99576        9    4    2    7    8    2    6    4    6    1    4    6    1    2    3    10   
Vardas99577    Pavarde99577        9    6    5    1    5    4    3    2    7    7    8    1    8    1    2    9    
Vardas99578    Pavarde99578        3    4    10   10   4    9    1    9    8    3    8    7    7    5    3    3    
Vardas99579    Pavarde99579        8    10   9    3    2    8    1    6    10   2    4    7    9    6    9    1    
Vardas99580    Pavarde99580        4    3    8    3    9    4    3    10   4    6    10   10   7    4    6    8    
Vardas99581    Pavarde99581        5    6    3    3    7    10   3    9    9    5    5    5    2    10   2    5    
Vardas99582    Pavarde99582        7    9    10   7    3    9    10   5    5    2    4    1    8    8    10   8    
Vardas99583    Pavarde99583        8    5    7    2    5    6    3    6    1    7    6    7    9    7    6    7    
Vardas99584    Pavarde99584        9    10   6    1    6    4    10   10   10   8    3    10   6    1    3    7    
Vardas99585    Pavarde99585        8    1    3    8    2    5    6    2    5    4    9    7    8    9    1    7    
Vardas99586    Pavarde99586        1    3    7    7    5    2    5    7    1    10   7    2    9    5    4    10   
Vardas99587    Pavarde99587        7    10   5    5    1    4    8    1    6    10   10   4    4    9    6    10   
Vardas99588    Pavarde99588        3    9    3    4    2    10   6    1    7    3    7    7    9    6    5    5    
Vardas99589    Pavarde99589        7    1    4    3    7    9    8    9    1    8    5    3    3    2    9    8    
Vardas99590    Pavarde99590        2    9    5    10   4    8    9    9    5    6    10   1    1    6    10   6    
Vardas99591    Pavarde99591        7    9    10   6    1    3    2    2    5    9    8    7    2    3    7    4    
Vardas99592    Pavarde99592        6    1    10   9    5    9    8    2    10   1    2    1    5    9    3    8    
Vardas99593    Pavarde99593        8    6    7    1    4    8    9    8    1    10   5    9    2    4    10   10   
Vardas99594    Pavarde99594        1    3    2    10   6    6    9    8    3    1    2    9    8    5    10   9    
Vardas99595    Pavarde99595        6    1    7    8    5    3    3    10   5    7    1    2    8    9    2    6    
Vardas99596    Pavarde99596        2    9    9    1    6    9    4    3    3    6    8    10   6    10   9    4    
Vardas99597    Pavarde99597        9    3    10   3    5    3    7    7    4    5    6    3    3    5    3    9    
Vardas99598    Pavarde99598        4    9    1    6    4    9    9    2    9    5    9    6    2    8    8    3    
Vardas99599    Pavarde99599        4    8    8    2    4    6    9    7    3    5    7    1    5    1    4    1    
Vardas99600    Pavarde99600        9    5    8    10   9    7    10   10   10   9    1    7    3    5    10   10   
Vardas99601    Pavarde99601        7    9    3    6    7    3    2    4    1    5    3    7    3    8    5    10   
Vardas99602    Pavarde99602        1    2    2    5    6    3    8    2    3    6    2    10   8    1    6    6    
Vardas99603    Pavarde99603        1    9    6    5    1    2    10   9    9    4    10   1    5    10   9    7    
Vardas99604    Pavarde99604        9    9    7    3    4    2    7    4    6    5    8    7    4    2    10   7    
Vardas99605    Pavarde99605        9    6    6    3    3    4    2    10   10   6    8    1    9    7    3    4    
Vardas99606    Pavarde99606        8    5    8    1    5    10   5    8    10   7    1    8    8    9    9    1    
Vardas99607    Pavarde99607        6    9    1    3    6    6    10   5    9    6    10   1    6    7    1    9    
Vardas99608    Pavarde99608        4    4    3    3    6    10   10   6    4    4    5    4    3    1    1    8    
Vardas99609    Pavarde99609        3    10   2    4    5    6    8    9    6    2    7    8    7    6    3    7    
Vardas99610    Pavarde99610        8    7    6    2    5    9    10   8    9    9    4    7    7    5    10   5    
Vardas99611    Pavarde99611        10   4    7    6    1    3    10   6    10   3    5    7    9    6    5    5    
Vardas99612    Pavarde99612        4    4    5    6    4    9    7    5    8    5    1    7    9    7    10   3    
Vardas99613    Pavarde99613        6    10   6    7    8    2    4    3    3    6    9    6    3    1    3    9    
Vardas99614    Pavarde99614        4    6    4    7    5    1    5    4    3    8    2    5    6    9    4    10   
Vardas99615    Pavarde99615        1    8    7    2    7    1    1    2    3    5    7    1    5    7    6    9    
Vardas99616    Pavarde99616        10   2    9    2    4    3    6    10   5    3    9    4    3    2    10   10   
Vardas99617    Pavarde99617        4    3    3    7    7    3    6    7    7    1    9    2    7    2    9    1    
Vardas99618    Pavarde99618        8    2    6    9    8    4    6    2    10   8    2    8    9    3    9    6    
Vardas99619    Pavarde99619        9    1    4    8    5    5    5    5    2    7    7    10   10   3    6    1    
Vardas99620    Pavarde99620        3    5    10   2    8    5    6    8    3    4    9    7    5    10   3    4    
Vardas99621    Pavarde99621        5    1    7    1    3    3    7    2    6    6    9    8    4    9    10   9    
Vardas99622    Pavarde99622        7    5    9    6    7    3    10   4    6    8    4    5    6    6    3    4    
Vardas99623    Pavarde99623        7    4    6    1    7    9    2    3    9    6    5    3    4    5    3    3    
Vardas99624    Pavarde99624        3    9    10   2    7    10   2    2    10   2    5    4    8    2    7    5    
Vardas99625    Pavarde99625        6    7    2    1    1    8    10   4    10   9    5    4    1    3    1    1    
Vardas99626    Pavarde99626        2    6    8    4    9    10   2    9    10   9    8    10   8    10   7    1    
Vardas99627    Pavarde99627        9    6    9    1    3    5    5    1    9    6    9    6    8    3    10   7    
Vardas99628    Pavarde99628        4    6    3    2    4    5    4    4    1    7    7    5    8    5    6    2    
Vardas99629    Pavarde99629        6    5    5    5    6    1    9    5    9    8    6    6    4    10   10   3    
Vardas99630    Pavarde99630        9    4    9    4    9    1    4    5    4    9    3    3    9    4    7    9    
Vardas99631    Pavarde99631        10   1    7    7    6    5    2    6    1    7    4    3    1    3    1    2    
Vardas99632    Pavarde99632        3    7    5    6    3    8    8    6    9    6    8    2    9    7    6    7    
Vardas99633    Pavarde99633        8    9    10   8    10   5    1    8    6    2    6    6    4    1    4    3    
Vardas99634    Pavarde99634        6    7    2    7    3    5    5    4    1    10   8    2    7    9    2    8    
Vardas99635    Pavarde99635        5    10   8    3    5    7    10   3    1    4    7    7    1    4    1    10   
Vardas99636    Pavarde99636        3    5    4    4    4    7    5    9    6    8    1    2    2    7    3    4    
Vardas99637    Pavarde99637        4    10   2    4    10   2    4    4    7    1    10   4    1    4    9    9    
Vardas99638    Pavarde99638        4    8    8    1    2    1    8    3    2    3    1    3    6    5    1    9    
Vardas99639    Pavarde99639        8    10   8    9    2    5    6    6    9    4    2    1    8    7    5    5    
Vardas99640    Pavarde99640        6    2    8    4    2    7    6    10   10   5    3    5    8    1    6    7    
Vardas99641    Pavarde99641        8    3    6    10   4    10   8    1    7    6    1    3    7    1    5    4    
Vardas99642    Pavarde99642        7    1    6    5    7    7    7    3    7    9    4    2    8    6    2    1    
Vardas99643    Pavarde99643        5    5    6    3    1    6    4    3    2    3    6    9    3    6    9    4    
Vardas99644    Pavarde99644        1    8    10   1    8    8    7    3    1    4    10   1    3    9    5    6    
Vardas99645    Pavarde99645        10   2    6    3    1    8    4    8    2    4    8    3    8    10   8    3    
Vardas99646    Pavarde99646        9    2    10   3    8    7    10   4    8    4    4    10   5    7    1    4    
Vardas99647    Pavarde99647        9    7    8    3    9    8    4    9    9    8    1    3    3    3    3    4    
Vardas99648    Pavarde99648        10   10   2    3    6    7    8    4    7    4    4    3    3    8    8    5    
Vardas99649    Pavarde99649        3    9    8    3    1    3    5    9    6    3    8    5    10   9    10   8    
Vardas99650    Pavarde99650        6    6    10   3    1    8    1    5    7    2    2    10   10   4    8    9    
Vardas99651    Pavarde99651        7    3    4    7    10   5    9    10   4    3    7    8    10   9    6    9    
Vardas99652    Pavarde99652        3    5    9    1    5    1    2    6    8    10   4    6    6    7    2    3    
Vardas99653    Pavarde99653        10   9    7    10   2    7    8    10   7    1    2    1    1    8    5    1    
Vardas99654    Pavarde99654        4    6    7    2    3    3    5    5    9    10   4    2    8    4    2    4    
Vardas99655    Pavarde99655        1    5    5    2    5    4    5    9    9    8    6    9    10   5    9    8    
Vardas99656    Pavarde99656        1    9    5    6    1    6    6    2    3    3    2    4    4    5    4    10   
Vardas99657    Pavarde99657        1    5    5    7    3    4    2    2    5    3    5    1    6    8    6    1    
Vardas99658    Pavarde99658        5    9    2    5    8    7    9    10   9    3    4    2    3    10   2    1    
Vardas99659    Pavarde99659        9    5    8    6    5    2    3    7    1    8    4    8    6    3    10   7    
Vardas99660    Pavarde99660        9    10   10   2    6    2    4    8    2    8    1    2    7    6    6    1    
Vardas99661    Pavarde99661        1    7    10   3    3    9    6    8    2    1    7    7    3    5    3    8    
Vardas99662    Pavarde99662        6    5    7    10   10   3    3    6    4    7    7    7    3    9    4    1    
Vardas99663    Pavarde99663        2    7    1    7    1    3    6    4    6    10   9    7    5    5    1    10   
Vardas99664    Pavarde99664        1    5    4    3    3    5    8    2    9    5    1    4    6    2    8    5    
Vardas99665    Pavarde99665        10   5    8    8    1    4    1    2    9    7    4    9    1    4    10   7    
Vardas99666    Pavarde99666        7    4    2    5    7    2    10   9    2    6    6    5    7    4    9    3    
Vardas99667    Pavarde99667        8    5    8    4    4    6    9    10   3    10   4    1    7    4    9    6    
Vardas99668    Pavarde99668        3    10   5    5    1    4    3    3    1    9    8    8    9    7    3    8    
Vardas99669    Pavarde99669        10   6    9    2    3    4    5    6    4    1    7    7    2    7    6    3    
Vardas99670    Pavarde99670        3    8    10   3    9    3    7    10   9    7    5    5    5    6    2    5    
Vardas99671    Pavarde99671        10   5    2    4    7    4    3    10   1    4    5    5    10   1    5    10   
Vardas99672    Pavarde99672        4    5    1    1    8    4    8    6    1    10   10   5    2    4    8    8    
Vardas99673    Pavarde99673        6    7    3    10   1    10   5    5    9    1    1    6    8    8    8    8    
Vardas99674    Pavarde99674        6    2    8    5    6    4    6    6    10   1    8    2    10   6    5    1    
Vardas99675    Pavarde99675        3    4    6    5    9    7    9    8    5    10   8    1    7    6    7    1    
Vardas99676    Pavarde99676        5    6    1    6    10   5    1    7    1    7    9    4    10   10   5    5    
Vardas99677    Pavarde99677        7    8    1    5    3    10   1    2    3    5    4    2    5    5    2    4    
Vardas99678    Pavarde99678        2    1    2    4    9    8    7    7    3    8    2    4    7    2    2    8    
Vardas99679    Pavarde99679        10   8    8    6    2    7    10   10   6    4    8    1    5    5    7    9    
Vardas99680    Pavarde99680        8    7    3    3    6    2    6    6    9    4    9    5    8    1    6    2    
Vardas99681    Pavarde99681        8    9    9    3    8    4    3    10   7    4    6    10   7    8    5    10   
Vardas99682    Pavarde99682        1    9    8    7    6    3    8    6    5    2    8    7    8    8    6    7    
Vardas99683    Pavarde99683        8    4    7    4    8    4    6    4    9    10   2    2    4    7    4    8    
Vardas99684    Pavarde99684        3    10   8    6    5    4    8    6    4    9    9    6    2    3    4    2    
Vardas99685    Pavarde99685        8    5    4    10   3    6    8    1    1    7    4    9    2    7    6    7    
Vardas99686    Pavarde99686        1    9    3    5    2    9    4    8    3    6    2    2    5    1    9    8    
Vardas99687    Pavarde99687        2    5    9    5    6    3    7    2    5    9    2    5    2    3    5    8    
Vardas99688    Pavarde99688        1    8    8    9    9    7    8    8    7    6    1    9    8    1    4    9    
Vardas99689    Pavarde99689        4    7    9    1    8    4    7    9    8    10   6    3    7    9    9    9    
Vardas99690    Pavarde99690        10   9    4    9    10   7    10   4    1    9    8    1    5    3    7    3    
Vardas99691    Pavarde99691        7    9    10   9    3    9    8    4    8    3    7    4    10   7    2    10   
